000000,1111000,011111,1011110,0111000,0000001,1001110,1111011,1101000,1110101,011101,1100010,1001101,1010111,1111111,101111,1101110,0011010,111100,111001,110000,1000110,1111100,101100,101110,100110,0111101,011110,0001001,100001,001111,001100,000010,0111110,0001111,111111,1001100,000111,0110111,1011001,0001110,101011,101001,0111001,1000010,0110101,0011110,0100110,0101000,111011,011011,111000,1110110,100101,000011,111010,1111001,1111010,101010,0110010,110001,1100110,0110100,100011,000101,1101100,1010011,001110,0000011,0011000,0111111,1101101,1010101,0110011,010010,0100111,111101,0110000,011100,1110010,0011101,0111100,110110,1110000,000110,0000010,111110,1001010,0101100,1011100,0010111,010111,1100011,011010,0001010,101000,0100011,0101001,100010,1000101,010000,1010001,1101001,011001,100000,010100,1000111,101101,0011100,0100000,1001111,001101,0101110,1100111,0001100,0010100,0100101,1001001,1001011,1101010,000100,1101011,0100001,100111,1010010,010101,1110100,0010010,1100001,110111,1000000,010011,011000,110100,0010101,0001000,0101010,0010011,0111010,1111101,110101,0011001,0001011,0010001,110011,001011,1011101,0010110,1011111,010001,0000110,1010100,100100,1100101,0001101,0110001,0010000,1000001,0000100,0111011,0101111,1100100,1010110,1000100,0000000,0000111,1011011,0100100,1110111,1110011,1011010,1110001,1011000,0100010,110010,000001,1001000,010110,1100000,0101101,001001,0110110,0000101,001000,1101111,0011011,1111110,0101011,1010000,001010,0011111,1000011
408,1023,408,1170,407,407,958,1076,922,1090,408,922,961,1109,5403,1307,1027,407,1023,939,1086,1052,1157,1057,1124,1054,407,408,407,1487,408,408,408,407,407,5462,1059,408,407,955,407,1184,1402,407,1457,407,407,407,407,1269,408,1154,1150,1427,408,1100,857,1011,2091,407,885,893,407,1071,408,898,955,408,407,407,407,1030,2102,407,408,407,1022,407,408,921,407,407,1023,1157,408,407,1367,1466,407,949,407,408,900,408,407,1445,407,407,1444,1400,408,1403,873,408,3228,408,965,1120,407,407,1065,408,407,861,407,407,407,1407,961,1055,408,1072,407,969,1441,408,920,407,876,1023,3233,408,408,922,407,407,407,407,407,1150,1056,407,407,407,901,408,1113,407,1186,408,407,1444,1463,869,407,407,407,1478,407,407,407,909,1062,1445,407,407,1237,407,1149,1028,1067,933,1054,407,907,408,1458,408,1087,407,408,407,407,408,1076,407,1175,407,1446,408,407,1071
